url	slug	yc_name	yc_batch	news_count	news_date	news_title	news_url	parse_status
https://www.ycombinator.com/companies/gecko-security	gecko-security	Gecko Security	F24	0				ok
https://www.ycombinator.com/companies/maritime-fusion	maritime-fusion	Maritime Fusion	W25	1	Nov 24, 2025	This startup wants to build a fusion reactor — on a boat | TechCrunch	https://techcrunch.com/2025/11/24/this-startup-wants-to-build-a-fusion-reactor-on-a-boat/	ok
https://www.ycombinator.com/companies/mastra	mastra	Mastra	W25	0				ok
https://www.ycombinator.com/companies/mentra	mentra	Mentra	W25	1	Jul 01, 2025	Mentra Raises $8 Million To Launch Open-Source OS For Smart Glasses	https://www.forbes.com/sites/charliefink/2025/07/01/mentra-raises-8-million-to-launch-open-source-os-for-smart-glasses/	ok
https://www.ycombinator.com/companies/revise-robotics	revise-robotics	Revise Robotics	W25	0				ok
https://www.ycombinator.com/companies/haleum	haleum	Haleum	W25	0				ok
https://www.ycombinator.com/companies/bindwell	bindwell	Bindwell	W25	1	Nov 13, 2025	Teen founders raise $6M to reinvent pesticides using AI — and convince Paul Graham to join in | TechCrunch	https://techcrunch.com/2025/11/13/teen-founders-raise-6m-to-reinvent-pesticides-using-ai-and-convince-paul-graham-to-join-in/	ok
https://www.ycombinator.com/companies/edexia	edexia	Edexia	W25	3	Feb 14, 2025	Elite Qld schools trial AI to mark student work | The Courier Mail	https://www.couriermail.com.au/queensland-education/schools-hub/elite-qld-schools-trial-ai-to-mark-student-work-ease-load-on-teachers/news-story/5e886cc83b78ca0a3aa7d2d5cb9dd7e0	ok
https://www.ycombinator.com/companies/edexia	edexia	Edexia	W25	3	Feb 06, 2025	Ventures alumni lands in SF - Ventures - University of Queensland	https://ventures.uq.edu.au/blog/2025/01/ventures-alumni-lands-sf	ok
https://www.ycombinator.com/companies/edexia	edexia	Edexia	W25	3	Nov 11, 2024	Brisbane AI edtech Edexia accepted into Y Combinator	https://www.businessnewsaustralia.com/articles/brisbane-ai-edtech-edexia-accepted-into-y-combinator-for-2025.html	ok
https://www.ycombinator.com/companies/enhanced-radar	enhanced-radar	Enhanced Radar	W25	0				ok
https://www.ycombinator.com/companies/auricle	auricle	Auricle	W21	1	Apr 05, 2023	Our favorite startups from YC's Winter 2023 Demo Day — Part 1 | TechCrunch	https://techcrunch.com/2023/04/05/y-combinator-demo-day-favorites-part-one/	ok
https://www.ycombinator.com/companies/osmosis	osmosis	Osmosis	W25	0				ok
https://www.ycombinator.com/companies/subtrace	subtrace	Subtrace	W25	0				ok
https://www.ycombinator.com/companies/leaping-ai	leaping-ai	Leaping AI	W25	3	Oct 30, 2025	Leaping AI: The Voice AI Agent Platform That’s Jumping the Call Center Industry Forward	https://www.usatoday.com/story/special/contributor-content/2025/10/06/leaping-ai-the-voice-ai-agent-platform-thats-jumping-the-call-center-industry-forward/86547224007/	ok
https://www.ycombinator.com/companies/leaping-ai	leaping-ai	Leaping AI	W25	3	Aug 28, 2025	BCG Consultant Left to Found AI Startup: Here's What He Learned - Business Insider	https://www.businessinsider.com/bcg-consultant-burnt-out-left-founded-ai-startup-2025-8	ok
https://www.ycombinator.com/companies/leaping-ai	leaping-ai	Leaping AI	W25	3	Aug 20, 2025	Leaping AI Raised $4.7 Million in Silicon Valley, Struggled in Germany - Business Insider	https://www.businessinsider.com/leaping-ai-raised-millions-silicon-valley-struggled-in-germany-2025-8	ok
https://www.ycombinator.com/companies/vesence	vesence	Vesence	P25	1	Oct 28, 2025	Vesence Raises $9M Seed Round | Vesence	https://www.vesence.com/blog/seed-round-announcement	ok
https://www.ycombinator.com/companies/sim	sim	Sim	P25	1	Nov 12, 2025	$7M Series A | Sim	https://www.sim.ai/studio/series-a	ok
https://www.ycombinator.com/companies/runrl	runrl	RunRL	P25	0				ok
https://www.ycombinator.com/companies/human-behavior	human-behavior	Human Behavior	P25	1	Sep 03, 2025	These 20- and 22-year-olds raised $5M from YC, General Catalyst to study online behavior using vision AI | TechCrunch	https://techcrunch.com/2025/09/03/these-20-and-22-year-olds-raised-5m-from-yc-general-catalyst-to-study-online-behavior-using-vision-ai/	ok
https://www.ycombinator.com/companies/partcl	partcl	Partcl	P25	0				ok
https://www.ycombinator.com/companies/qfex	qfex	QFEX	P25	0				ok
https://www.ycombinator.com/companies/salespatriot	salespatriot	SalesPatriot	W25	1	Oct 28, 2025	We've raised $5M and we're hiring	https://salespatriot.com/blog/5-million-seed-funding	ok
https://www.ycombinator.com/companies/youlearn	youlearn	YouLearn	P25	0				ok
https://www.ycombinator.com/companies/tinfoil	tinfoil	Tinfoil	P25	0				ok
https://www.ycombinator.com/companies/atum-works	atum-works	Atum Works	P25	0				ok
https://www.ycombinator.com/companies/casco	casco	Casco	P25	0				ok
https://www.ycombinator.com/companies/novoflow	novoflow	Novoflow	P25	1	Nov 03, 2025	Pitch Deck: Novoflow Founders Raised $3 Million Out of Y Combinator - Business Insider	https://www.businessinsider.com/novoflow-pitch-deck-y-combinator-founders-raised-3-million-2025-10	ok
https://www.ycombinator.com/companies/pollen	pollen	Pollen	W26	0				ok
https://www.ycombinator.com/companies/design-arena	design-arena	Design Arena	S25	0				ok
https://www.ycombinator.com/companies/tryjanet	tryjanet	Janet AI	S25	0				ok
https://www.ycombinator.com/companies/nuntius	nuntius	Nuntius	S25	0				ok
https://www.ycombinator.com/companies/autosana	autosana	Autosana	S25	0				ok
https://www.ycombinator.com/companies/relling	relling	Relling	S25	0				ok
https://www.ycombinator.com/companies/solva	solva	Solva	S25	0				ok
https://www.ycombinator.com/companies/nozomio	nozomio	Nozomio	S25	2	Oct 01, 2025	High School Dropout Founds YC Startup Nozomio, Raises $6 Million Seed - Business Insider	https://www.businessinsider.com/nozomio-high-school-dropout-y-combinator-6-million-seed-2025-9	ok
https://www.ycombinator.com/companies/nozomio	nozomio	Nozomio	S25	2	May 07, 2025	18-year-old founder closes pre-seed funding round for AI startup - UKTN	https://www.uktech.news/ai/ai-startup-founded-by-18-year-old-nia-closes-localglobe-led-round-20250507	ok
https://www.ycombinator.com/companies/getasap	getasap	GETASAP	S25	0				ok
https://www.ycombinator.com/companies/juxta	juxta	Juxta	S25	0				ok
https://www.ycombinator.com/companies/bootloop	bootloop	BootLoop	S25	0				ok
https://www.ycombinator.com/companies/orange-slice	orange-slice	Orange Slice	S25	0				ok
https://www.ycombinator.com/companies/channel3	channel3	Channel3	S25	1	Dec 10, 2025	Channel3 raises $6M to build a database of every product on the internet - Channel3 Blog	https://trychannel3.com/blog/channel3-raises-6m	ok
https://www.ycombinator.com/companies/luminal	luminal	Luminal	S25	1	Nov 17, 2025	Luminal raises $5.3 million to build a better GPU code framework | TechCrunch	https://techcrunch.com/2025/11/17/luminal-raises-5-3-million-to-build-a-better-gpu-code-framework/	ok
https://www.ycombinator.com/companies/proliferate	proliferate	Proliferate	S25	1	Sep 15, 2025	The 9 most sought-after startups from YC Demo Day | TechCrunch	https://techcrunch.com/2025/09/15/the-9-most-sought-after-startups-from-yc-demo-day/	ok
https://www.ycombinator.com/companies/monarcha	monarcha	Monarcha	S25	0				ok
https://www.ycombinator.com/companies/pingo-ai	pingo-ai	Pingo AI	S25	0				ok
https://www.ycombinator.com/companies/perseus-defense	perseus-defense	Perseus Defense	S25	0				ok
https://www.ycombinator.com/companies/kopra-bio	kopra-bio	Kopra Bio	S24	0				ok
https://www.ycombinator.com/companies/autumn	autumn	Autumn	S25	0				ok
https://www.ycombinator.com/companies/opennote	opennote	Opennote	S25	1	Jul 09, 2025	Opennote raises $850,000 USD, secures Y Combinator spot for edtech platform | BetaKit	https://betakit.com/opennote-raises-850000-usd-secures-y-combinator-spot-for-edtech-platform/	ok
https://www.ycombinator.com/companies/slashy	slashy	Slashy	S25	0				ok
https://www.ycombinator.com/companies/deepgrove	deepgrove	DeepGrove	S25	0				ok
https://www.ycombinator.com/companies/stellon-labs	stellon-labs	Stellon Labs	S25	0				ok
https://www.ycombinator.com/companies/hillclimb	hillclimb	hillclimb	F25	0				ok
https://www.ycombinator.com/companies/selfin	selfin	Selfin	F25	0				ok
https://www.ycombinator.com/companies/structured-ai	structured-ai	Structured AI	F25	2	Oct 23, 2025	I'm Glad I Gave up My Goldman Sachs Dream: Y Combinator AI Startup CEO - Business Insider	https://www.businessinsider.com/accepted-y-combinator-ai-startup-batch-dream-working-goldman-sachs-2025-10	ok
https://www.ycombinator.com/companies/structured-ai	structured-ai	Structured AI	F25	2	Oct 04, 2025	WSJ: Europe’s AI Startups Look Stateside for Bigger Checks, Quicker Deals	https://www.wsj.com/tech/ai/europes-ai-startups-look-stateside-for-bigger-checks-quicker-deals-1a1dff43?	ok
https://www.ycombinator.com/companies/piggy-robotics	piggy-robotics	Piggy Robotics	F25	0				ok
https://www.ycombinator.com/companies/multifactor	multifactor	Multifactor	F25	3	Dec 04, 2025	A.I. Deal Making Is Getting Faster - The New York Times	https://www.nytimes.com/2025/12/04/technology/ai-deal-making-faster.html	ok
https://www.ycombinator.com/companies/multifactor	multifactor	Multifactor	F25	3	Nov 13, 2025	The Top Startups To Watch From Y Combinator’s Fall 2025 Batch	https://www.forbes.com/sites/dariashunina/2025/11/13/the-top-startups-to-watch-from-y-combinators-fall-2025-batch	ok
https://www.ycombinator.com/companies/multifactor	multifactor	Multifactor	F25	3	Sep 19, 2025	Hertz Foundation Entrepreneurship Award Goes to Vivek Nair for AI Cybersecurity Startup - Hertz Foundation	https://www.hertzfoundation.org/news/hertz-foundation-entrepreneurship-award-goes-to-vivek-nair-for-ai-cybersecurity-startup/	ok
https://www.ycombinator.com/companies/icarus	icarus	Icarus	F25	0				ok
https://www.ycombinator.com/companies/gpt	gpt	Nexus	F25	0				ok
https://www.ycombinator.com/companies/veria-labs	veria-labs	Veria Labs	F25	0				ok
https://www.ycombinator.com/companies/sf-tensor	sf-tensor	SF Tensor	F25	0				ok
https://www.ycombinator.com/companies/minro	minro	Minro	F25	0				ok
https://www.ycombinator.com/companies/prox	prox	Prox	F25	0				ok
https://www.ycombinator.com/companies/locus	locus	Locus	F25	0				ok
https://www.ycombinator.com/companies/sorce	sorce	Sorce	F25	0				ok
https://www.ycombinator.com/companies/dome	dome	Dome	F25	1	Nov 13, 2025	The Top Startups To Watch From Y Combinator’s Fall 2025 Batch	https://www.forbes.com/sites/dariashunina/2025/11/13/the-top-startups-to-watch-from-y-combinators-fall-2025-batch/	ok
https://www.ycombinator.com/companies/wardstone	wardstone	Wardstone	F25	0				ok
https://www.ycombinator.com/companies/zavo	zavo	Zavo	F25	0				ok
https://www.ycombinator.com/companies/crunched	crunched	Crunched	F25	0				ok
https://www.ycombinator.com/companies/milliray	milliray	Milliray	W26	0				ok
https://www.ycombinator.com/companies/luel	luel	Luel	W26	0				ok
https://www.ycombinator.com/companies/o11	o11	o11	W26	0				ok
https://www.ycombinator.com/companies/carrot-labs	carrot-labs	Carrot Labs	W26	0				ok
https://www.ycombinator.com/companies/aemon	aemon	Aemon	W26	0				ok
https://www.ycombinator.com/companies/autumn-ai	autumn-ai	Autumn AI	W26	0				ok
https://www.ycombinator.com/companies/pax-historia	pax-historia	Pax Historia	W26	0				ok
https://www.ycombinator.com/companies/grazemate	grazemate	GrazeMate	W26	1	Jan 13, 2026	GrazeMate Raises $1.2 Million As 19-Year-Old CEO Automates Cattle Mustering	https://www.forbes.com.au/news/innovation/grazemate-raises-1-2-million-19-year-old-ceo-cattle-mustering/	ok
https://www.ycombinator.com/companies/hex-security	hex-security	Hex Security	W26	0				ok
